date,headline,ticker,sentiment_score
2023-10-24,"Why Did Sixth Street and Other Investors Agree to Purchase GreenSky from <b>Goldman</b> <b>Sachs</b>?,<b>Goldman Sachs Group, Inc</b>. (GS) Shares Decline Despite Market Challenges,<b>Goldman</b> names Kamo as global head of dealmaking for financial sponsors",GS,0.2645501494407654
2023-10-26,"<b>Goldman Sachs Group Inc. Dep. Pfd. Series</b> D,Q3 2023 CME <b>Group</b> <b>Inc</b> Earnings Call,<b>Goldman</b>’s JPMorgan Copycat ETF Launches in ‘Early Days’ of Boom,<b>Goldman Sachs Group, Inc</b>. [GS] Records 200-Day SMA of $334.06,<b>Goldman Sachs Group Inc. Dep. Pfd. Series</b> C,GS.PR.K The <b>Goldman Sachs Group, Inc</b>. DEP 1/1000 SER K",GS,0.7969415287176768
2023-10-27,"<b>Goldman</b> <b>Sachs</b> brings $100 million rural small business investment program to Arkansas,<b>Goldman</b> <b>Sachs</b> Expands $100M Program to Help Arkansas Small Businesses",GS,0.8574952781200409
2023-10-28,"<b>Goldman</b> Says Souring US Growth Views May Create Stocks Bargains,<b>Goldman Sachs Group Inc</b>.,ThredUp <b>Inc</b> (NASDAQ:TDUP) Could Really Rise To $5.00 In 12 Months, According To Analysts.",GS,0.19583749771118164
2023-10-29,"7 Reasons to Avoid <b>Goldman</b> <b>Sachs</b> (GS) Without Hesitation,<b>Goldman</b> <b>Sachs</b> CEO: Doesn’t see 1970-80s interest rates,Principal Financial <b>Group</b>, <b>Inc</b>. (NASDAQ:PFG) Q3 2023 Earnings Call Transcript",GS,0.6689413189888
2016-12-21,<b>Lululemon</b> <b>Athletica</b>,LULU,0.9082915186882019
2018-02-02,<b>lululemon athletica inc. Common Stock (LULU</b>),LULU,0.9200250506401062
2019-04-25,<b>Lululemon Athletica Inc</b>. (LULU),LULU,0.9164024591445923
2019-08-29,<b>lululemon</b> <b>athletica</b>,LULU,0.9458647966384888
2020-07-11,<b>Lululemon</b> yoga pants under fire for quality issues,LULU,-0.7485849857330322
2022-08-20,NASDAQ:LULU (<b>Lululemon</b> <b>Athletica</b>),LULU,0.9401909112930298
2023-01-28,<b>lululemon athletica inc</b>. Updates Revenue and Earnings Expectations for the Fourth Quarter Ahead of the ICR Conference,LULU,0.6410178542137146
2023-03-29,<b>lululemon athletica inc</b>. Common Stock (<b>LULU</b>),LULU,0.8401234149932861
2023-06-05,<b>lululemon athletica inc</b>. Announces First Quarter Fiscal 2023 Results,LULU,0.9449414610862732
2023-07-12,Understanding the Hidden Pitfalls of High-Yield Investments,LULU,0.6235573291778564
2023-08-30,<b>lululemon athletica inc</b>. Announces Second Quarter Fiscal 2023 Results,LULU,0.953210711479187
2023-09-08,<b>lululemon athletica inc</b>.,LULU,0.8626106381416321
2023-09-13,Shane Grant Joins <b>lululemon</b> Board of Directors,LULU,0.7112303972244263
2023-09-14,Shane Grant Joins <b>lululemon</b> Board of Directors,LULU,0.9380913376808167
2023-09-22,Well-being in Chinese mainland is higher than the global average,LULU,0.7822668552398682
2023-09-27,"<b>Lululemon</b> partners with Peloton, plans to stop selling Mirror,Peloton Stock Cycles Higher On <b>Lululemon</b> Partnership: The Details,<b>Lululemon</b> strikes five-year partnership with Peloton for content, apparel,<b>Lululemon</b> strikes deal with Peloton for fitness content",LULU,0.4333479404449463
2023-09-28,"Who Benefits From a Peloton and <b>Lululemon</b> Alliance?,Peloton Interactive Stock Gets A Boost From <b>Lululemon</b>: What&#39;s Going On?,<b>Lululemon</b> strikes deal with Peloton that will see yoga wear company stop making the Mirror,How <b>Lululemon</b>&#39;s Peloton Partnership Reframes The MIRROR Setback: Analyst&#39;s Take,Peloton Stock Set to Surge After Partnership with <b>Lululemon</b>,Once rivals, now partners: Peloton and <b>Lululemon</b> to collaborate on connected fitness and apparel,How <b>Lululemon</b>&#39;s Peloton Partnership Reframes The MIRROR Setback: Analyst&#39;s Take",LULU,0.6320912156786237
2023-10-07,Ozempic For Weight Loss Is Disrupting Companies’ Business Model,LULU,-0.94530189037323
2023-10-11,Birkenstock IPO Leaves No Room for Wardrobe Malfunction,LULU,0.768633246421814
2023-10-12,12 Best Aggressive Growth Stocks To Buy According to Hedge Funds,LULU,0.7017680406570435
2023-10-13,"<b>Lululemon</b>’s stock to join S&amp;P 500 index,<b>Lululemon</b> <b>Athletica</b> to join the S&amp;P500 next week,<b>Lululemon</b> <b>Athletica</b> to join the S&amp;P500 next week",LULU,0.6688974301020304
2023-10-14,"Stocks to Watch: Pfizer, Moderna, <b>Lululemon</b> <b>Athletica</b>,<b>Lululemon</b>’s stock to join S&amp;P 500 index",LULU,-0.003966569900512695
2023-10-16,"<b>Lululemon</b> stock surges to highest level since 2021 on plans to join S&amp;P 500,<b>Lululemon</b> Shares Jump Ahead of Its Move to the S&amp;P 500,<b>Lululemon</b> Stock Jumps Ahead of Joining S&amp;P 500,Unveiling <b>Lululemon</b> <b>Athletica</b> (LULU)&#39;s Value: Is It Really Priced Right? A Comprehensive Guide,<b>Lululemon</b>, Hubbell Shares Rise Ahead of Joining the S&amp;P 500,<b>Lululemon</b>, PCTEL, Consolidated Communications, Other Stocks Jumping Higher On Monday",LULU,0.7588803072770437
2023-10-17,<b>Lululemon</b> <b>Athletica</b> Races to New High with S&amp;P 500 Entry,LULU,0.7537437081336975
2023-10-18,"<b>Lululemon</b> stock is joining the S&amp;P 500,Examining the Potential Price Growth of <b>Lululemon Athletica inc</b>. (LULU),We Found <b>Lululemon</b> Belt Bag Dupes That Are Ridiculously GOOD",LULU,0.9305919408798218
2023-10-19,<b>Lululemon</b> launches program advocating wellbeing for all,LULU,0.8145289421081543
2023-10-20,"<b>Lululemon Athletica inc</b>.,<b>lululemon athletica inc</b>.",LULU,-0.05551239848136902
2023-10-23,Activewear giant <b>Lululemon</b> to open first Katy location in early 2024,LULU,0.9168593287467957
2023-10-25,"<b>lululemon athletica inc</b>.,<b>Lululemon Athletica inc</b>. (LULU) Stock: A Closer Look at the Market Potential,Recent Insider Activity Could Benefit <b>Lululemon Athletica inc</b>. (LULU)",LULU,0.9408814708391825
2023-10-26,"Race to <b>Lululemon</b>’s ”We Made Too Much” Section for Amazing Running Gear Finds,Best Black Friday <b>Lululemon</b> deals 2023,In With The New: Shop <b>Lululemon</b>&#39;s Latest Styles &amp; We Made Too Much Drops",LULU,0.9146140813827515
2023-10-27,"Walnut Creek police arrest four people for retail theft crimes at <b>Lululemon</b> locations,The life and career of <b>Lululemon</b> founder Chip Wilson",LULU,-0.6834023296833038
